DOCUMENTOASSOCIADO;BI;EXCEL
4-91100240480;2;1
4-91101245009;2;1
4-91101373400;2;1
4-91103084839;2;1
4-91109488232;2;1
4-91110305460;2;1
4-91110827827;2;1
4-91112422485;2;1
4-91115210105;2;1
4-91118168772;2;1
4-91124291471;2;1
4-91124986910;2;1
4-91125265089;2;1
4-91125888683;2;1
4-91126712782;2;1
4-91127397443;2;1
4-91128088734;2;1
4-91128092164;2;1
4-91129180052;2;1
4-91130737774;2;1
4-91130950134;2;1
4-91131735020;2;1
4-91132412273;2;1
4-91133867433;2;1
4-91135919106;2;1
4-91140214277;2;1
4-91141171977;2;1
4-91141417005;2;1
4-91141729876;2;1
4-91142552640;2;1
4-91145315429;2;1
4-91145879485;2;1
4-91150057872;2;1
4-91150540991;2;1
4-91152418747;2;1
4-91152932506;2;1
4-91155766523;2;1
4-91156009189;2;1
4-91158444497;2;1
4-91158616944;2;1
4-91159194937;2;1
4-91162544940;2;1
4-91162843310;2;1
4-91163406847;2;1
4-91164001156;2;1
4-91166697258;2;1
4-91168502789;2;1
4-91176004568;2;1
4-91176738196;2;1
4-91215112189;2;1
4-91215386562;2;1
4-91217178789;2;1
4-91217474791;2;1
4-91226445978;2;1
4-91227793105;2;1
4-91228111359;2;1
4-91236304359;2;1
4-91242774520;2;1
4-91248371689;2;1
4-91248758360;2;1
4-91251304794;2;1
4-91251344448;2;1
4-91251530492;2;1
4-91252661359;2;1
4-91252903963;2;1
4-91252907806;2;1
4-91254525934;2;1
4-91254560065;2;1
4-91256757508;2;1
4-91258899792;2;1
4-91259672406;2;1
4-91260770629;2;1
4-91261374720;2;1
4-91263931281;2;1
4-91264286752;2;1
4-91264886073;2;1
4-91266154728;2;1
4-91267388801;2;1
4-91267474306;2;1
4-91267740310;2;1
4-91269447215;2;1
4-91269815675;2;1
4-91269971558;2;1
4-91269995158;2;1
4-91270244217;2;1
4-91271330618;2;1
4-91271387146;2;1
4-91272105600;2;1
4-91277646148;2;1
4-91278078193;2;1
4-91278127178;2;1
4-91278679965;2;1
4-91279121151;2;1
4-91280751887;2;1
4-91282853663;2;1
4-91282993501;2;1
4-91291773693;2;1
4-91314006712;2;1
4-91318470347;2;1
4-91319771556;2;1
4-91323172559;2;1
4-91323363483;2;1
4-91323629299;2;1
4-91325615078;2;1
4-91326178076;2;1
4-91327103026;2;1
4-91328866735;2;1
4-91333107040;2;1
4-91333486975;2;1
4-91336380555;2;1
4-91339118879;2;1
4-91344176251;2;1
4-91344829000;2;1
4-91344980222;2;1
4-91348138853;2;1
4-91348304241;2;1
4-91362614583;2;1
4-91376134823;2;1
4-91385515165;2;1
4-91387641297;2;1
4-91396887859;2;1
4-91397931544;2;1
4-91452155653;2;1
4-91459548992;2;1
4-91461365957;2;1
4-91466165273;2;1
4-91470260992;2;1
4-91470302788;2;1
4-91471566625;2;1
4-91472063847;2;1
4-91474182194;2;1
4-91474641727;2;1
4-91478020605;2;1
4-91478061201;2;1
4-91480235889;2;1
4-91482171451;2;1
4-91483710007;2;1
4-91486495241;2;1
4-91486763137;2;1
4-91487126650;2;1
4-91493060870;2;1
4-91494367315;2;1
4-91495805859;2;1
4-91496446814;2;1
4-91496962803;2;1
4-91497127742;2;1
4-91497931337;2;1
4-91500695371;2;1
4-91501054040;2;1
4-91501216085;2;1
4-91501989459;2;1
4-91503200270;2;1
4-91503510374;2;1
4-91503843693;2;1
4-91510014472;2;1
4-91510518408;2;1
4-91510880143;2;1
4-91514905322;2;1
4-91516009426;2;1
4-91517454998;2;1
4-91517551976;2;1
4-91517733610;2;1
4-91519825555;2;1
4-91520297064;2;1
4-91522491742;2;1
4-91523320561;2;1
4-91524846427;2;1
4-91526232366;2;1
4-91526844092;2;1
4-91529807280;2;1
4-91537527672;2;1
4-91537839014;2;1
4-91538459157;2;1
4-91538981627;2;1
4-91542867614;2;1
4-91545000195;2;1
4-91582200214;2;1
4-91588761913;2;1
4-91590350491;2;1
4-91591434020;2;1
4-91593009404;2;1
4-91594703815;2;1
4-91595140776;2;1
4-91595284258;2;1
4-91595765614;2;1
4-91595767966;2;1
4-91596911677;2;1
4-91597685954;2;1
4-91597763748;2;1
4-91598081461;2;1
4-91598461688;2;1
4-91600332464;2;1
4-91601362953;2;1
4-91602212728;2;1
4-91603287693;2;1
4-91604099093;2;1
4-91608074419;2;1
4-91609515616;2;1
4-91609644190;2;1
4-91610081526;2;1
4-91617355903;2;1
4-91619575132;2;1
4-91619800154;2;1
4-91620117464;2;1
4-91620458944;2;1
4-91620803279;2;1
4-91621903716;2;1
4-91622478211;2;1
4-91624684325;2;1
4-91624817454;2;1
4-91625015401;2;1
4-91625706147;2;1
4-91627466205;2;1
4-91628111970;2;1
4-91629699712;2;1
4-91630050566;2;1
4-91630215180;2;1
4-91630592068;2;1
4-91631014242;2;1
4-91631699514;2;1
4-91632063336;2;1
4-91633091037;2;1
4-91635904491;2;1
4-91638179437;2;1
4-91638557253;2;1
4-91639154391;2;1
4-91639937742;2;1
4-91640666905;2;1
4-91643300562;2;1
4-91644288541;2;1
4-91645109550;2;1
4-91645808328;2;1
4-91645817046;2;1
4-91645913607;2;1
4-91646135742;2;1
4-91646763729;2;1
4-91647731072;2;1
4-91648134824;2;1
4-91649226266;2;1
4-91649650884;2;1
4-91651203766;2;1
4-91651919592;2;1
4-91653453259;2;1
4-91653528053;2;1
4-91653879145;2;1
4-91655647811;2;1
4-91656924716;2;1
4-91657214526;2;1
4-91658591973;2;1
4-91661079665;2;1
4-91661488155;2;1
4-91665049870;2;1
4-91666838048;2;1
4-91667486924;2;1
4-91669040510;2;1
4-91706466552;2;1
4-91706505089;2;1
4-91710140128;2;1
4-91710242431;2;1
4-91710791275;2;1
4-91711415204;2;1
4-91712555028;2;1
4-91714227704;2;1
4-91714806679;2;1
4-91715171480;2;1
4-91715630865;2;1
4-91717994753;2;1
4-91720268507;2;1
4-91723139827;2;1
4-91723762958;2;1
4-91724036491;2;1
4-91724731342;2;1
4-91725008762;2;1
4-91725760004;2;1
4-91727446489;2;1
4-91728419049;2;1
4-91732028831;2;1
4-91736507066;2;1
4-91737627134;2;1
4-91740901436;2;1
4-91742293867;2;1
4-91742614940;2;1
4-91745541134;2;1
4-91745967627;2;1
4-91750105376;2;1
4-91752348688;2;1
4-91753329428;2;1
4-91755042721;2;1
4-91757209483;2;1
4-91759486091;2;1
4-91760025553;2;1
4-91761240295;2;1
4-91761624611;2;1
4-91762735107;2;1
4-91763813747;2;1
4-91766305010;2;1
4-91768469527;2;1
4-91775643294;2;1
4-91776111969;2;1
4-91783921242;2;1
4-21547791248;2;1
4-38455642209;2;1
4-38961297195;2;1
4-39654050006;2;1
4-44116407047;2;1
4-45929014677;2;1
4-46206554912;2;1
4-46977374822;2;1
4-47051185659;2;1
4-47175413705;2;1
4-47344915284;2;1
4-47973406058;2;1
4-48108456966;2;1
4-48359928468;2;1
4-48529593754;2;1
4-48555690633;2;1
4-48615586868;2;1
4-49018529568;2;1
4-49239703566;2;1
4-49316895783;2;1
4-49603205623;2;1
4-49851508962;2;1
4-50199704317;2;1
4-50211392391;2;1
4-50461779940;2;1
4-50649930139;2;1
4-50701444731;2;1
4-50915977281;2;1
4-50955361521;2;1
4-51180289557;2;1
4-51251963055;2;1
4-51756966714;2;1
4-51761574741;2;1
4-51771209064;2;1
4-51845729776;2;1
4-52292400096;2;1
4-52698179084;2;1
4-53093802061;2;1
4-53268069654;2;1
4-53365965049;2;1
4-53370054736;2;1
4-53525474088;2;1
4-53805382446;2;1
4-54038508476;2;1
4-54250706441;2;1
4-54251644380;2;1
4-54854195288;2;1
4-54976452631;2;1
4-55161709181;2;1
4-55175543007;2;1
4-55183064557;2;1
4-55487742743;2;1
4-55918938019;2;1
4-56277994364;2;1
4-56406280696;2;1
4-56428775503;2;1
4-56478767142;2;1
4-56557861098;2;1
4-56567948557;2;1
4-57208183292;2;1
4-57210902628;2;1
4-57343434052;2;1
4-57352861063;2;1
4-57438310138;2;1
4-57581713610;2;1
4-57587744817;2;1
4-57593080888;2;1
4-58026352467;2;1
4-58071974217;2;1
4-58615314746;2;1
4-58653815599;2;1
4-58709837718;2;1
4-58759145186;2;1
4-58800594006;2;1
4-59206031598;2;1
4-59227953121;2;1
4-59351332269;2;1
4-59459208852;2;1
4-59602256134;2;1
4-59773876204;2;1
4-60017631723;2;1
4-60027575892;2;1
4-60367998691;2;1
4-60381997540;2;1
4-60567712773;2;1
4-60966713093;2;1
4-61053871653;2;1
4-61242136979;2;1
4-61260257968;2;1
4-61410120471;2;1
4-61545601577;2;1
4-62013661891;2;1
4-62263879687;2;1
4-62392280329;2;1
4-62569199103;2;1
4-62711693149;2;1
4-62990666677;2;1
4-63525362613;2;1
4-63800052151;2;1
4-63823665398;2;1
4-64110298603;2;1
4-64228226222;2;1
4-64355484269;2;1
4-64584729040;2;1
4-65572759273;2;1
4-66423385570;2;1
4-66818204611;2;1
4-66851418272;2;1
4-67105460320;2;1
4-67126035103;2;1
4-67525636556;2;1
4-67530314705;2;1
4-67679626179;2;1
4-67835055834;2;1
4-67851165436;2;1
4-68574697707;2;1
4-68723067162;2;1
4-69073481926;2;1
4-69246135530;2;1
4-69312783064;2;1
4-69394116502;2;1
4-69710480078;2;1
4-69864993370;2;1
4-70181319357;2;1
4-70340650634;2;1
4-70443190026;2;1
4-71046476742;2;1
4-71617704741;2;1
4-71862656417;2;1
4-72050728339;2;1
4-72177491588;2;1
4-72692261083;2;1
4-72853525105;2;1
4-73138951500;2;1
4-73181881454;2;1
4-73442407566;2;1
4-73469600398;2;1
4-73721817135;2;1
4-73757637963;2;1
4-73961562879;2;1
4-74270963879;2;1
4-74787225274;2;1
4-74859769588;2;1
4-75222545056;2;1
4-75235814841;2;1
4-75664490216;2;1
4-75944395219;2;1
4-75961073822;2;1
4-76275191618;2;1
4-76495771206;2;1
4-76574765673;2;1
4-76761860160;2;1
4-77061081161;2;1
4-77183625141;2;1
4-77553761703;2;1
4-77742536285;2;1
4-78153727697;2;1
4-78436544018;2;1
4-78890159498;2;1
4-78896179769;2;1
4-78994524987;2;1
4-79501069062;2;1
4-79764542506;2;1
4-80058676500;2;1
4-80511405167;2;1
4-80599906344;2;1
4-80679889818;2;1
4-81957858741;2;1
4-82291180368;2;1
4-82850763788;2;1
4-83676484034;2;1
4-83848016519;2;1
4-84016178515;2;1
4-84356855623;2;1
4-85149676708;2;1
4-85256049191;2;1
4-85293263349;2;1
4-85326297885;2;1
4-85562909305;2;1
4-85642763184;2;1
4-85697113526;2;1
4-85710737699;2;1
4-85944348549;2;1
4-86083611877;2;1
4-86085823917;2;1
4-86216400388;2;1
4-86647342327;2;1
4-86948355379;2;1
4-87094574001;2;1
4-87128413840;2;1
4-87378709347;2;1
4-87501249775;2;1
4-87501510727;2;1
4-87509441340;2;1
4-87854686946;2;1
4-88005591022;2;1
4-88190543770;2;1
4-88217406542;2;1
4-88218797849;2;1
4-88228883137;2;1
4-88319656368;2;1
4-88319859231;2;1
4-88334603801;2;1
4-88401012219;2;1
4-88506983495;2;1
4-88541209371;2;1
4-88600790466;2;1
4-88707364953;2;1
4-88803941762;2;1
4-88834496538;2;1
4-88842906545;2;1
4-88850524097;2;1
4-88898917668;2;1
4-89001864482;2;1
4-89007920504;2;1
4-89008138877;2;1
4-89013152165;2;1
4-89084015061;2;1
4-89100391041;2;1
4-89109308774;2;1
4-89111957420;2;1
4-89159720157;2;1
4-89160001805;2;1
4-89177969494;2;1
4-89272362058;2;1
4-89273502871;2;1
4-89279643451;2;1
4-89287859765;2;1
4-89289817479;2;1
4-89311104685;2;1
4-89326874900;2;1
4-89383974265;2;1
4-89712943556;2;1
4-89718799031;2;1
4-89785633499;2;1
4-89864586213;2;1
4-89869736639;2;1
4-89878523052;2;1
4-89895586065;2;1
4-89906761001;2;1
4-89922623600;2;1
4-89926648186;2;1
4-89939048264;2;1
4-90033682136;2;1
4-90037629166;2;1
4-90048745601;2;1
4-90056202318;2;1
4-90057345698;2;1
4-90060770039;2;1
4-90065446076;2;1
4-90066968464;2;1
4-90068146955;2;1
4-90070619349;2;1
4-90079113544;2;1
4-90080061757;2;1
4-90087261084;2;1
4-90087387899;2;1
4-90102580368;2;1
4-90137904582;2;1
4-90165876406;2;1
4-90171241362;2;1
4-90173122966;2;1
4-90178083242;2;1
4-90188366365;2;1
4-90191687278;2;1
4-90197161536;2;1
4-90197417955;2;1
4-90197444718;2;1
4-90199306140;2;1
4-90199543210;2;1
4-90201835821;2;1
4-90213452394;2;1
4-90214978677;2;1
4-90215766249;2;1
4-90227318040;2;1
4-90230396331;2;1
4-90286064420;2;1
4-90289210431;2;1
4-90292862407;2;1
4-90295796404;2;1
4-90296041136;2;1
4-90299490989;2;1
4-90300316602;2;1
4-90308884286;2;1
4-90317678397;2;1
4-90322241625;2;1
4-90328777081;2;1
4-90330725574;2;1
4-90335545427;2;1
4-90337479976;2;1
4-90338676549;2;1
4-90339856366;2;1
4-90396056800;2;1
4-90402612820;2;1
4-90405642450;2;1
4-90412803527;2;1
4-90414558867;2;1
4-90414829115;2;1
4-90418185192;2;1
4-90420125822;2;1
4-90429596540;2;1
4-90467893979;2;1
4-90468716389;2;1
4-90473251653;2;1
4-90481384425;2;1
4-90486913407;2;1
4-90596831101;2;1
4-90608251509;2;1
4-90638269791;2;1
4-90650864251;2;1
4-90653350242;2;1
4-90654878813;2;1
4-90657010951;2;1
4-90658354796;2;1
4-90662151266;2;1
4-90663125509;2;1
4-90667457290;2;1
4-90669781467;2;1
4-90677563817;2;1
4-90685328129;2;1
4-90687667304;2;1
4-90688177513;2;1
4-90689080819;2;1
4-90693290244;2;1
4-90693473108;2;1
4-90699355334;2;1
4-90703860854;2;1
4-90712153101;2;1
4-90712604035;2;1
4-90716031334;2;1
4-90718388978;2;1
4-90720265186;2;1
4-90721119804;2;1
4-90724286627;2;1
4-90728914169;2;1
4-90736546416;2;1
4-90772551607;2;1
4-90806063869;2;1
4-90807097700;2;1
4-90808028071;2;1
4-90808640491;2;1
4-90810030037;2;1
4-90811409296;2;1
4-90812823090;2;1
4-90814867236;2;1
4-90816562035;2;1
4-90817129713;2;1
4-90818166256;2;1
4-90821533447;2;1
4-90822875099;2;1
4-90823367110;2;1
4-90825876740;2;1
4-90827080616;2;1
4-90829666674;2;1
4-90832065124;2;1
4-90834686344;2;1
4-90838267433;2;1
4-90841272678;2;1
4-90844791346;2;1
4-90846756745;2;1
4-90846934633;2;1
4-90849001545;2;1
4-90850688052;2;1
4-90856028747;2;1
4-90856536313;2;1
4-90862263169;2;1
4-90863330084;2;1
4-90864106557;2;1
4-90865667880;2;1
4-90867761652;2;1
4-90868722949;2;1
4-90872487924;2;1
4-90873031194;2;1
4-90879891422;2;1
4-90880163245;2;1
4-90884863536;2;1
4-90885209805;2;1
4-90887838767;2;1
4-90889704370;2;1
4-90895441091;2;1
4-90902916572;2;1
4-90979409078;2;1
4-90980523529;2;1
4-90986994845;2;1
4-90997902735;2;1
4-90999818988;2;1
4-91001980111;2;1
4-91010059020;2;1
4-91013144730;2;1
4-91015314377;2;1
4-91016648906;2;1
4-91016768748;2;1
4-91017176582;2;1
4-91019145608;2;1
4-91019451403;2;1
4-91020660519;2;1
4-91020725707;2;1
4-91026630568;2;1
4-91027056550;2;1
4-91027745763;2;1
4-91029788089;2;1
4-91031593372;2;1
4-91035890607;2;1
4-91038231238;2;1
4-91038408108;2;1
4-91041688600;2;1
4-91042575571;2;1
4-91043801992;2;1
4-91044087073;2;1
4-91044139642;2;1
4-91044652705;2;1
4-91044738100;2;1
4-91046084923;2;1
4-91051822782;2;1
4-91052680636;2;1
4-91052769830;2;1
4-91052879555;2;1
4-91053066363;2;1
4-91053122074;2;1
4-91053458553;2;1
4-91054026494;2;1
4-91054307447;2;1
4-91054382353;2;1
4-91054695791;2;1
4-91056567968;2;1
4-91090036889;2;1
4-91095505662;2;1
4-91103253684;2;1
4-91103746642;2;1
4-91111165211;2;1
4-91113675075;2;1
4-91117001897;2;1
4-91117491974;2;1
4-91119756204;2;1
4-91120925438;2;1
4-91122146428;2;1
4-91124891338;2;1
4-91129599456;2;1
4-91131394895;2;1
4-91131758973;2;1
4-91131810103;2;1
4-91132213025;2;1
4-91133259062;2;1
4-91133592999;2;1
4-91134474837;2;1
4-91134613647;2;1
4-91134782775;2;1
4-91134835608;2;1
4-91136544089;2;1
4-91137486062;2;1
4-91139704198;2;1
4-91140044976;2;1
4-91144001465;2;1
4-91144764633;2;1
4-91146749305;2;1
4-91146946458;2;1
4-91147214868;2;1
4-91152441090;2;1
4-91153583162;2;1
4-91154001440;2;1
4-91154881365;2;1
4-91155874043;2;1
4-91155983051;2;1
4-91156098361;2;1
4-91156292127;2;1
4-91156573264;2;1
4-91156610962;2;1
4-91156923674;2;1
4-91156927244;2;1
4-91157018123;2;1
4-91157134986;2;1
4-91157661757;2;1
4-91160633181;2;1
4-91161735041;2;1
4-91164160326;2;1
4-91168053468;2;1
4-91168764487;2;1
4-91168940033;2;1
4-91169240230;2;1
4-91172527441;2;1
4-91176140714;2;1
4-91211320858;2;1
4-91216610589;2;1
4-91217861842;2;1
4-91217900003;2;1
4-91224118593;2;1
4-91224295690;2;1
4-91225336876;2;1
4-91226680269;2;1
4-91228258446;2;1
4-91229509277;2;1
4-91230186163;2;1
4-91231634269;2;1
4-91231873966;2;1
4-91234183256;2;1
4-91236460411;2;1
4-91236571949;2;1
4-91247405312;2;1
4-91249171657;2;1
4-91250054660;2;1
4-91250920618;2;1
4-91251871959;2;1
4-91252430761;2;1
4-91253612563;2;1
4-91254062479;2;1
4-91254560998;2;1
4-91255156218;2;1
4-91255210092;2;1
4-91257573910;2;1
4-91257640540;2;1
4-91257839287;2;1
4-91259026485;2;1
4-91261508671;2;1
4-91261816075;2;1
4-91261863102;2;1
4-91262778410;2;1
4-91264601188;2;1
4-91264927286;2;1
4-91265819044;2;1
4-91266376939;2;1
4-91266949588;2;1
4-91268739430;2;1
4-91268743067;2;1
4-91269743853;2;1
4-91270004588;2;1
4-91272551557;2;1
4-91273483080;2;1
4-91273945861;2;1
4-91275866683;2;1
4-91276261581;2;1
4-91277067679;2;1
4-91277679761;2;1
4-91279482577;2;1
4-91280218761;2;1
4-91282461245;2;1
4-91283076599;2;1
4-91283679269;2;1
4-91284708722;2;1
4-91286052234;2;1
4-91286937915;2;1
4-91292365287;2;1
4-91314102125;2;1
4-91315642748;2;1
4-91320650737;2;1
4-91324299945;2;1
4-91325862069;2;1
4-91326983912;2;1
4-91329571264;2;1
4-91334975858;2;1
4-91336480064;2;1
4-91337384408;2;1
4-91338202892;2;1
4-91339566282;2;1
4-91341696871;2;1
4-91343471467;2;1
4-91344470930;2;1
4-91346333083;2;1
4-91348173725;2;1
4-91348770179;2;1
4-91357344237;2;1
4-91361799605;2;1
4-91380931500;2;1
4-91386163966;2;1
4-91394660328;2;1
4-91453466151;2;1
4-91460190354;2;1
4-91461275599;2;1
4-91463186889;2;1
4-91463852476;2;1
4-91467110151;2;1
4-91467495472;2;1
4-91468223044;2;1
4-91475266037;2;1
4-91478377553;2;1
4-91482038781;2;1
4-91483154621;2;1
4-91483862328;2;1
4-91485232706;2;1
4-91485801887;2;1
4-91486501915;2;1
4-91487599788;2;1
4-91488198980;2;1
4-91490527284;2;1
4-91493423743;2;1
4-91493707465;2;1
4-91496098903;2;1
4-91498037350;2;1
4-91498451850;2;1
4-91501744042;2;1
4-91503491752;2;1
4-91503519163;2;1
4-91504502588;2;1
4-91505779665;2;1
4-91505851302;2;1
4-91505967677;2;1
4-91506912353;2;1
4-91507102615;2;1
4-91507103337;2;1
4-91509337016;2;1
4-91509486939;2;1
4-91511341247;2;1
4-91512796498;2;1
4-91513556363;2;1
4-91513833047;2;1
4-91513882833;2;1
4-91514499830;2;1
4-91515578290;2;1
4-91515603010;2;1
4-91517150868;2;1
4-91519706679;2;1
4-91520916101;2;1
4-91520926900;2;1
4-91522118423;2;1
4-91523119089;2;1
4-91523423007;2;1
4-91524546082;2;1
4-91524909768;2;1
4-91525141740;2;1
4-91525247359;2;1
4-91525698890;2;1
4-91529191100;2;1
4-91529912828;2;1
4-91531904015;2;1
4-91533953910;2;1
4-91534376789;2;1
4-91536561598;2;1
4-91536765526;2;1
4-91539034842;2;1
4-91541933659;2;1
4-91542527647;2;1
4-91542995579;2;1
4-91579638170;2;1
4-91582885214;2;1
4-91587008738;2;1
4-91591861295;2;1
4-91592892803;2;1
4-91593566417;2;1
4-91593766973;2;1
4-91594977371;2;1
4-91595847140;2;1
4-91597351187;2;1
4-91600348383;2;1
4-91600715891;2;1
4-91601194105;2;1
4-91601306401;2;1
4-91601938942;2;1
4-91603577033;2;1
4-91604558574;2;1
4-91604757223;2;1
4-91606305821;2;1
4-91606801795;2;1
4-91607887518;2;1
4-91610024137;2;1
4-91610549279;2;1
4-91610908699;2;1
4-91610973398;2;1
4-91612190341;2;1
4-91612775537;2;1
4-91615801976;2;1
4-91618024301;2;1
4-91618653827;2;1
4-91622625736;2;1
4-91622708746;2;1
4-91624625374;2;1
4-91626738399;2;1
4-91627111982;2;1
4-91627920333;2;1
4-91629830542;2;1
4-91631202774;2;1
4-91631333870;2;1
4-91632006396;2;1
4-91634716761;2;1
4-91635384080;2;1
4-91637056234;2;1
4-91639331125;2;1
4-91639417002;2;1
4-91640031291;2;1
4-91640089399;2;1
4-91640197195;2;1
4-91641715393;2;1
4-91641726131;2;1
4-91642390310;2;1
4-91645076461;2;1
4-91645403221;2;1
4-91645799068;2;1
4-91646258044;2;1
4-91646603689;2;1
4-91647037575;2;1
4-91649606363;2;1
4-91649660019;2;1
4-91649837020;2;1
4-91650815422;2;1
4-91651771519;2;1
4-91652621195;2;1
4-91654842295;2;1
4-91655520784;2;1
4-91656793906;2;1
4-91658832015;2;1
4-91659628908;2;1
4-91660585667;2;1
4-91662921241;2;1
4-91664530461;2;1
4-91669659684;2;1
4-91671306202;2;1
4-91698085614;2;1
4-91713618115;2;1
4-91714240908;2;1
4-91714381058;2;1
4-91717300234;2;1
4-91717842470;2;1
4-91719631963;2;1
4-91720031512;2;1
4-91721481730;2;1
4-91721590034;2;1
4-91721772666;2;1
4-91724575663;2;1
4-91732450845;2;1
4-91733232267;2;1
4-91736686404;2;1
4-91738082412;2;1
4-91738471521;2;1
4-91739952391;2;1
4-91740838619;2;1
4-91741944430;2;1
4-91742665228;2;1
4-91743045783;2;1
4-91743354581;2;1
4-91743962123;2;1
4-91744034344;2;1
4-91745441041;2;1
4-91748842276;2;1
4-91749532269;2;1
4-91751724177;2;1
4-91751923007;2;1
4-91752368663;2;1
4-91752939136;2;1
4-91753449838;2;1
4-91754746722;2;1
4-91758828570;2;1
4-91758840751;2;1
4-91766736141;2;1
4-91767084527;2;1
4-91767397536;2;1
4-91769354788;2;1
4-91781672613;2;1
4-32789315930;2;1
4-36788382516;2;1
4-41790261704;2;1
4-41827845794;2;1
4-44916538308;2;1
4-46926817418;2;1
4-47482120014;2;1
4-47563483856;2;1
4-47906047462;2;1
4-48037533888;2;1
4-48263937150;2;1
4-48777461338;2;1
4-49014552212;2;1
4-49029750998;2;1
4-49235288815;2;1
4-49245290395;2;1
4-49586446871;2;1
4-49628514479;2;1
4-49706660753;2;1
4-49838554260;2;1
4-49993010818;2;1
4-50224537631;2;1
4-50332319262;2;1
4-50403140163;2;1
4-50439283411;2;1
4-50819789714;2;1
4-51302482991;2;1
4-51438404893;2;1
4-51459355742;2;1
4-51592993224;2;1
4-51849556081;2;1
4-51975798566;2;1
4-52057219863;2;1
4-52071719925;2;1
4-52146521719;2;1
4-52381243529;2;1
4-52478572873;2;1
4-52556185634;2;1
4-52760305504;2;1
4-52773386322;2;1
4-52779117791;2;1
4-52853734347;2;1
4-52951111759;2;1
4-53100627730;2;1
4-53252956916;2;1
4-53378024117;2;1
4-53515538982;2;1
4-54162168929;2;1
4-54257734738;2;1
4-54920169218;2;1
4-55100881987;2;1
4-55343907382;2;1
4-55561024753;2;1
4-55562019572;2;1
4-56070596518;2;1
4-56218347502;2;1
4-56243212762;2;1
4-56408916800;2;1
4-56416147733;2;1
4-56453268179;2;1
4-56577746467;2;1
4-56630188461;2;1
4-56722777209;2;1
4-56724729940;2;1
4-57359440513;2;1
4-57364081539;2;1
4-57372372854;2;1
4-57374937547;2;1
4-57663009667;2;1
4-57850378799;2;1
4-57943497083;2;1
4-58073156642;2;1
4-58136011940;2;1
4-58218804426;2;1
4-58226111834;2;1
4-58365606378;2;1
4-58651290719;2;1
4-58661581522;2;1
4-58787131734;2;1
4-58809625356;2;1
4-59085983068;2;1
4-59532494041;2;1
4-59801156347;2;1
4-60308947262;2;1
4-60325004376;2;1
4-60360943332;2;1
4-60367322931;2;1
4-60547969318;2;1
4-61262393193;2;1
4-62552663473;2;1
4-62699627507;2;1
4-62731439481;2;1
4-63240367744;2;1
4-63496142044;2;1
4-63908119832;2;1
4-64536803368;2;1
4-64721737143;2;1
4-64854311120;2;1
4-65096635773;2;1
4-65860772157;2;1
4-66095720697;2;1
4-66621076228;2;1
4-67056569699;2;1
4-67111286679;2;1
4-67386586926;2;1
4-68110075642;2;1
4-68175712550;2;1
4-68307769172;2;1
4-68562676570;2;1
4-68764300296;2;1
4-69235786177;2;1
4-69585804791;2;1
4-69922646557;2;1
4-69933157542;2;1
4-70000030245;2;1
4-70088584672;2;1
4-70427026871;2;1
4-71308451928;2;1
4-71823542859;2;1
4-71844577027;2;1
4-71965571554;2;1
4-72077089496;2;1
4-72115602007;2;1
4-72216137324;2;1
4-72329093271;2;1
4-72772182771;2;1
4-72822017443;2;1
4-72844780453;2;1
4-72881298582;2;1
4-73027103669;2;1
4-73435907698;2;1
4-73444294178;2;1
4-73499411550;2;1
4-73726606579;2;1
4-73748521150;2;1
4-73890797770;2;1
4-74333201916;2;1
4-74890871886;2;1
4-75037570110;2;1
4-75056898326;2;1
4-75175940886;2;1
4-75187860611;2;1
4-75304170359;2;1
4-75336141149;2;1
4-75491852773;2;1
4-75654786635;2;1
4-75657209328;2;1
4-76113033380;2;1
4-76142099166;2;1
4-76256145953;2;1
4-76267388969;2;1
4-76603969203;2;1
4-76875979505;2;1
4-76927218990;2;1
4-77136538128;2;1
4-78200838737;2;1
4-78339531145;2;1
4-78960999356;2;1
4-79651906092;2;1
4-80080300521;2;1
4-81472183872;2;1
4-81833472925;2;1
4-81923226479;2;1
4-81974983054;2;1
4-82894053233;2;1
4-82912523404;2;1
4-82925391304;2;1
4-83053344460;2;1
4-83165110745;2;1
4-84238745634;2;1
4-84306356614;2;1
4-84459837275;2;1
4-84594385445;2;1
4-84605708729;2;1
4-84704510985;2;1
4-85145214690;2;1
4-85272811697;2;1
4-85426127795;2;1
4-85649258714;2;1
4-85685301056;2;1
4-85764939784;2;1
4-86270020607;2;1
4-86469313820;2;1
4-86482568383;2;1
4-86801910357;2;1
4-86936738117;2;1
4-87076622218;2;1
4-87220967102;2;1
4-87238411119;2;1
4-87250253515;2;1
4-87488417446;2;1
4-87774063942;2;1
4-87862373845;2;1
4-88007525308;2;1
4-88074915711;2;1
4-88082478886;2;1
4-88097717593;2;1
4-88102509602;2;1
4-88190761760;2;1
4-88205542898;2;1
4-88211241820;2;1
4-88238450918;2;1
4-88337972932;2;1
4-88339844707;2;1
4-88347111671;2;1
4-88377831162;2;1
4-88522950480;2;1
4-88532420584;2;1
4-88535513210;2;1
4-88581872372;2;1
4-88607145230;2;1
4-88609171591;2;1
4-88691893645;2;1
4-88705290541;2;1
4-88712537345;2;1
4-88719548200;2;1
4-88724059083;2;1
4-88731058238;2;1
4-88818805101;2;1
4-88831072558;2;1
4-88836036087;2;1
4-88987484335;2;1
4-88988784974;2;1
4-89010225726;2;1
4-89014108545;2;1
